,Country,Population,variable,2000,2010,2016
27826,Bahamas,298,Cirrhosis of the liver,15.65252,11.9235,10.04438
27827,Bahrain,665,Cirrhosis of the liver,14.74051,11.76177,9.152836
27828,Bangladesh,131581,Cirrhosis of the liver,20.70795,18.21596,19.20972
27829,Barbados,270,Cirrhosis of the liver,7.200424,5.933447,5.381357
27830,Belarus,9934,Cirrhosis of the liver,13.79263,26.69376,17.93166
27831,Belgium,10282,Cirrhosis of the liver,8.811311,7.634479,7.882402
27832,Belize,247,Cirrhosis of the liver,28.13678,27.0764,26.24932
27833,Benin,6866,Cirrhosis of the liver,44.769,44.00448,36.71408
27834,Bhutan,573,Cirrhosis of the liver,37.69941,28.75654,26.63519
27835,Bolivia (Plurinational State of),8340,Cirrhosis of the liver,41.61307,33.62074,30.99574
27836,Bosnia and Herzegovina,3767,Cirrhosis of the liver,15.74518,11.15178,9.888061
27837,Botswana,1728,Cirrhosis of the liver,12.72783,12.62846,11.64351
27838,Brazil,175288,Cirrhosis of the liver,15.72498,13.44121,11.54903
27839,Brunei Darussalam,333,Cirrhosis of the liver,7.375659,6.079542,6.584404
27840,Bulgaria,7998,Cirrhosis of the liver,12.81475,12.47602,14.58927
27841,Burkina Faso,11608,Cirrhosis of the liver,44.98524,31.65676,30.62588
27842,Burundi,6401,Cirrhosis of the liver,32.48855,33.14326,30.64727
27843,Cambodia,12152,Cirrhosis of the liver,64.98889,61.8437,59.85461
27844,Cameroon,15274,Cirrhosis of the liver,63.26718,54.51728,50.21447
27845,Canada,30736,Cirrhosis of the liver,5.611518,5.981491,5.903143
27846,Cape Verde,435,Cirrhosis of the liver,23.61533,22.66067,21.56765
27847,Central African Republic,3755,Cirrhosis of the liver,32.1407,32.59893,27.45831
27848,Chad,8343,Cirrhosis of the liver,45.53519,49.46522,50.01612
27849,Chile,15263,Cirrhosis of the liver,20.69026,17.17251,13.00547
27850,China,1290291,Cirrhosis of the liver,11.38533,8.595355,8.440611
27851,Colombia,40404,Cirrhosis of the liver,8.613679,7.781136,7.230725
27852,Comoros,542,Cirrhosis of the liver,25.53521,26.52614,26.49515
27853,Congo,3226,Cirrhosis of the liver,46.82662,37.16501,32.38214
27854,Costa Rica,3925,Cirrhosis of the liver,9.008219,8.023976,7.160038
27855,Côte d'Ivoire,16687,Cirrhosis of the liver,57.48852,70.6732,62.15513
27856,Croatia,4428,Cirrhosis of the liver,21.87739,17.83221,13.13597
27857,Cuba,11151,Cirrhosis of the liver,8.185921,8.257622,9.092955
27858,Cyprus,943,Cirrhosis of the liver,5.723316,5.380083,4.364956
27859,Czechia,10290,Cirrhosis of the liver,12.63466,12.61479,11.11055
27860,Democratic People's Republic of Korea,22929,Cirrhosis of the liver,10.64924,12.19556,11.17248
27861,Democratic Republic of the Congo,47076,Cirrhosis of the liver,30.94716,26.47771,25.47698
27862,Denmark,5341,Cirrhosis of the liver,11.57894,11.29861,7.828132
27863,Djibouti,718,Cirrhosis of the liver,27.79435,25.35417,28.42402
27864,Dominican Republic,8563,Cirrhosis of the liver,32.20367,20.30826,20.21256
27865,Ecuador,12629,Cirrhosis of the liver,20.52689,18.54892,18.56946
27866,Egypt,69906,Cirrhosis of the liver,110.0687,113.6508,116.0806
27867,El Salvador,5868,Cirrhosis of the liver,34.45739,27.85572,27.55451
27868,Equatorial Guinea,614,Cirrhosis of the liver,47.00766,53.72642,53.30466
27869,Eritrea,3393,Cirrhosis of the liver,43.25484,38.56703,33.4366
27870,Estonia,1399,Cirrhosis of the liver,15.22397,15.71704,15.29932
27871,Ethiopia,66537,Cirrhosis of the liver,35.28852,31.77578,30.86834
27872,Fiji,811,Cirrhosis of the liver,1.145422,1.053349,0.9290384
27873,Finland,5188,Cirrhosis of the liver,9.153952,14.45139,13.42977
27874,France,59608,Cirrhosis of the liver,11.70845,8.761299,7.254674
27875,Gabon,1231,Cirrhosis of the liver,39.20603,39.11342,40.24531
27876,Gambia,1232,Cirrhosis of the liver,43.84738,38.2734,37.42708
27877,Georgia,4722,Cirrhosis of the liver,20.2889,23.43921,26.69701
27878,Germany,81488,Cirrhosis of the liver,15.07457,11.08584,9.743911
27879,Ghana,18939,Cirrhosis of the liver,36.70456,43.02251,41.15448
27880,Greece,11142,Cirrhosis of the liver,4.098554,4.120433,4.068966
27881,Grenada,102,Cirrhosis of the liver,13.92036,5.270356,9.453165
27882,Guatemala,11651,Cirrhosis of the liver,33.47405,31.46322,30.43844
27883,Guinea,8809,Cirrhosis of the liver,46.46335,47.9852,41.34379
27884,Guinea-Bissau,1243,Cirrhosis of the liver,39.74363,34.19704,31.68272
27885,Guyana,753,Cirrhosis of the liver,28.25658,24.65985,25.62778
27886,Haiti,8549,Cirrhosis of the liver,19.42335,17.07163,20.01662
27887,Honduras,6524,Cirrhosis of the liver,21.71708,20.08113,20.48646
27888,Hungary,10221,Cirrhosis of the liver,48.54038,28.8148,19.33281
27889,Iceland,280,Cirrhosis of the liver,1.578937,0.96126,2.283195
27890,India,1053051,Cirrhosis of the liver,25.12554,23.50644,23.00007
27891,Indonesia,211540,Cirrhosis of the liver,32.21139,31.12149,28.79007
27892,Iran (Islamic Republic of),66132,Cirrhosis of the liver,8.972874,8.481764,7.177974
27893,Iraq,23565,Cirrhosis of the liver,6.54568,5.556632,5.428248
27894,Ireland,3849,Cirrhosis of the liver,5.428319,5.6468,5.103952
27895,Israel,6014,Cirrhosis of the liver,5.993193,3.639903,3.608956
27896,Italy,57294,Cirrhosis of the liver,10.9773,7.846359,6.067112
27897,Jamaica,2657,Cirrhosis of the liver,8.243915,5.663412,5.577647
27898,Japan,127534,Cirrhosis of the liver,7.806083,6.743361,5.597676
27899,Jordan,5103,Cirrhosis of the liver,14.65339,13.10119,13.04542
27900,Kazakhstan,15057,Cirrhosis of the liver,27.14151,47.89777,45.60117
27901,Kenya,31450,Cirrhosis of the liver,16.38401,12.66732,11.46744
27902,Kiribati,84,Cirrhosis of the liver,19.72698,19.12041,18.8427
27903,Kuwait,2051,Cirrhosis of the liver,6.41288,6.085008,5.583898
27904,Kyrgyzstan,4921,Cirrhosis of the liver,40.50656,49.45844,44.12173
27905,Lao People's Democratic Republic,5329,Cirrhosis of the liver,22.00571,20.98062,20.90423
27906,Latvia,2384,Cirrhosis of the liver,10.41883,15.38904,14.51578
27907,Lebanon,3235,Cirrhosis of the liver,15.68426,14.05041,14.14393
27908,Lesotho,1869,Cirrhosis of the liver,12.45427,12.33054,12.3655
27909,Liberia,2885,Cirrhosis of the liver,44.86757,43.68629,34.53491
27910,Libya,5356,Cirrhosis of the liver,22.30804,19.94599,18.75095
27911,Lithuania,3502,Cirrhosis of the liver,12.87978,24.4457,19.6201
27912,Luxembourg,436,Cirrhosis of the liver,13.78014,8.407491,8.406411
27913,Madagascar,15767,Cirrhosis of the liver,25.14344,20.93239,16.4941
27914,Malawi,11376,Cirrhosis of the liver,32.92938,21.81561,17.35824
27915,Malaysia,23186,Cirrhosis of the liver,12.10222,10.45143,9.960053
27916,Maldives,280,Cirrhosis of the liver,14.46202,9.142239,7.327796
27917,Mali,10968,Cirrhosis of the liver,50.17983,35.53988,33.36772
27918,Malta,397,Cirrhosis of the liver,3.731455,3.831059,3.172781
27919,Mauritania,2709,Cirrhosis of the liver,32.43188,33.1331,33.79147
27920,Mauritius,1185,Cirrhosis of the liver,14.63986,15.21598,9.471362
27921,Mexico,101720,Cirrhosis of the liver,37.32951,29.10799,25.32483
27922,Micronesia (Federated States of),107,Cirrhosis of the liver,16.86908,15.13037,14.70338
27923,Mongolia,2397,Cirrhosis of the liver,63.02806,62.56984,57.18787
27924,Montenegro,614,Cirrhosis of the liver,5.202083,4.533618,4.122879
27925,Morocco,28850,Cirrhosis of the liver,16.90959,10.3541,9.271832
27926,Mozambique,18068,Cirrhosis of the liver,20.98978,14.63982,10.64355
27927,Myanmar,46095,Cirrhosis of the liver,46.29312,54.9683,57.30031
27928,Namibia,1899,Cirrhosis of the liver,12.46598,13.07778,12.24548
27929,Nepal,23741,Cirrhosis of the liver,26.27707,21.37694,20.18926
27930,Netherlands,15926,Cirrhosis of the liver,4.069642,3.188719,3.196851
27931,New Zealand,3859,Cirrhosis of the liver,2.494019,2.254589,2.487478
27932,Nicaragua,5027,Cirrhosis of the liver,39.84023,34.11222,32.18987
27933,Niger,11353,Cirrhosis of the liver,32.42684,30.63208,27.54188
27934,Nigeria,122352,Cirrhosis of the liver,78.95746,71.97282,64.436
27935,Norway,4499,Cirrhosis of the liver,4.101655,3.110589,2.731858
27936,Oman,2268,Cirrhosis of the liver,10.41691,9.382793,8.574569
27937,Pakistan,138523,Cirrhosis of the liver,22.72788,23.49109,23.23481
27938,Panama,3030,Cirrhosis of the liver,9.781045,9.452787,8.641955
27939,Papua New Guinea,5572,Cirrhosis of the liver,26.22314,21.54588,23.86461
27940,Paraguay,5303,Cirrhosis of the liver,16.72689,13.65471,13.03464
27941,Peru,25915,Cirrhosis of the liver,34.99316,32.32708,30.74163
27942,Philippines,77992,Cirrhosis of the liver,13.18848,13.3129,9.878428
27943,Poland,38551,Cirrhosis of the liver,12.70966,13.15502,11.65657
27944,Portugal,10355,Cirrhosis of the liver,14.36819,9.762778,7.989341
27945,Qatar,592,Cirrhosis of the liver,13.14733,13.74043,13.5449
27946,Republic of Korea,47386,Cirrhosis of the liver,21.20389,10.41359,8.316003
27947,Republic of Moldova,4201,Cirrhosis of the liver,73.3641,80.13485,59.6921
27948,Romania,22128,Cirrhosis of the liver,33.33159,36.32595,26.89955
27949,Russian Federation,146397,Cirrhosis of the liver,18.38812,27.41032,20.82732
27950,Rwanda,8026,Cirrhosis of the liver,45.89472,25.3845,22.91846
27951,Saint Lucia,157,Cirrhosis of the liver,14.2304,9.005616,9.929185
27952,Saint Vincent and the Grenadines,108,Cirrhosis of the liver,6.817406,10.72206,5.520426
27953,Samoa,175,Cirrhosis of the liver,17.21781,12.10899,10.17522
27954,Sao Tome and Principe,139,Cirrhosis of the liver,62.57127,58.82882,60.71949
27955,Saudi Arabia,20764,Cirrhosis of the liver,21.24183,21.03338,20.23984
27956,Senegal,9884,Cirrhosis of the liver,37.27402,33.53907,26.94511
27957,Serbia,9488,Cirrhosis of the liver,8.351979,6.915766,5.496694
27958,Seychelles,81,Cirrhosis of the liver,24.12679,25.00443,23.92891
27959,Sierra Leone,4564,Cirrhosis of the liver,118.0682,63.03577,55.9898
27960,Singapore,3914,Cirrhosis of the liver,3.20054,2.676469,2.520234
27961,Slovakia,5399,Cirrhosis of the liver,20.57705,18.79342,19.13996
27962,Slovenia,1988,Cirrhosis of the liver,26.94342,19.42699,14.47556
27963,Solomon Islands,413,Cirrhosis of the liver,16.15351,11.61882,10.54872
27964,Somalia,9011,Cirrhosis of the liver,30.7339,28.94663,30.96569
27965,South Africa,45728,Cirrhosis of the liver,16.49511,14.65832,13.35594
27966,South Sudan,6701,Cirrhosis of the liver,27.50145,23.24693,21.73139
27967,Spain,40904,Cirrhosis of the liver,9.474482,7.501167,6.133293
27968,Sri Lanka,18782,Cirrhosis of the liver,28.88667,21.15912,23.81811
27969,Sudan,27251,Cirrhosis of the liver,30.58063,26.85384,22.33796
27970,Suriname,472,Cirrhosis of the liver,23.93352,20.32059,19.45899
27971,Swaziland,1061,Cirrhosis of the liver,19.74781,14.32244,14.97873
27972,Sweden,8882,Cirrhosis of the liver,3.9768,4.307383,4.644633
27973,Switzerland,7167,Cirrhosis of the liver,6.334733,5.433944,4.778875
27974,Syrian Arab Republic,16411,Cirrhosis of the liver,9.072039,11.73949,11.34648
27975,Tajikistan,6216,Cirrhosis of the liver,25.2893,25.70242,25.07737
27976,Thailand,62958,Cirrhosis of the liver,21.19747,18.24955,17.14312
27977,The former Yugoslav Republic of Macedonia,2035,Cirrhosis of the liver,7.305143,6.772425,6.009263
27978,Timor-Leste,872,Cirrhosis of the liver,19.69303,15.38497,13.59244
27979,Togo,4970,Cirrhosis of the liver,50.58819,44.36886,36.98932
27980,Tonga,98,Cirrhosis of the liver,13.80616,12.98323,12.28618
27981,Trinidad and Tobago,1268,Cirrhosis of the liver,5.959169,7.157888,6.932491
27982,Tunisia,9699,Cirrhosis of the liver,14.88829,13.95271,12.87527
27983,Turkey,63240,Cirrhosis of the liver,12.36498,8.850661,7.835136
27984,Turkmenistan,4516,Cirrhosis of the liver,38.61717,45.74199,51.12117
27985,Uganda,24039,Cirrhosis of the liver,31.0456,29.0112,27.49704
27986,Ukraine,48840,Cirrhosis of the liver,22.76342,32.90157,25.29359
27987,United Arab Emirates,3155,Cirrhosis of the liver,11.09465,10.01004,9.233911
27988,United Kingdom,58951,Cirrhosis of the liver,7.682701,8.998535,8.283301
27989,United Republic of Tanzania,34178,Cirrhosis of the liver,32.32363,25.64992,23.02255
27990,United States of America,281983,Cirrhosis of the liver,8.900657,9.339198,10.89151
27991,Uruguay,3321,Cirrhosis of the liver,6.678549,3.746715,4.622532
27992,Uzbekistan,24849,Cirrhosis of the liver,32.03005,31.24051,28.64184
27993,Vanuatu,185,Cirrhosis of the liver,12.12039,9.969101,9.245258
27994,Venezuela (Bolivarian Republic of),24488,Cirrhosis of the liver,14.00004,11.03254,10.6618
27995,Viet Nam,80286,Cirrhosis of the liver,16.68739,18.84896,18.52112
27996,Yemen,17875,Cirrhosis of the liver,21.73124,21.37887,19.1629
27997,Zambia,10531,Cirrhosis of the liver,36.81432,30.12709,28.53765
27998,Zimbabwe,12222,Cirrhosis of the liver,24.6529,15.12828,12.13549
27999,Afghanistan,20094,Cirrhosis due to hepatitis B,8.95291,8.323369,7.78968
28000,Albania,3122,Cirrhosis due to hepatitis B,1.815532,1.816832,1.720624
28001,Algeria,31184,Cirrhosis due to hepatitis B,3.230136,2.41552,2.283327
28002,Angola,16441,Cirrhosis due to hepatitis B,12.20406,9.100738,7.336318
28003,Antigua and Barbuda,84,Cirrhosis due to hepatitis B,3.305206,2.297957,1.877461
28004,Argentina,37057,Cirrhosis due to hepatitis B,2.067627,1.83096,2.183003
28005,Armenia,3070,Cirrhosis due to hepatitis B,4.396381,7.916488,7.320321
28006,Australia,19066,Cirrhosis due to hepatitis B,1.929754,1.893596,2.414711
28007,Austria,8069,Cirrhosis due to hepatitis B,3.482746,2.936412,2.275358
28008,Azerbaijan,8123,Cirrhosis due to hepatitis B,12.80251,11.7979,10.60355
28009,Bahamas,298,Cirrhosis due to hepatitis B,4.170364,3.215493,2.693186
28010,Bahrain,665,Cirrhosis due to hepatitis B,5.879604,4.627706,3.597866
28011,Bangladesh,131581,Cirrhosis due to hepatitis B,7.730293,6.73826,7.259576
28012,Barbados,270,Cirrhosis due to hepatitis B,2.009321,1.652641,1.526798
28013,Belarus,9934,Cirrhosis due to hepatitis B,3.562266,7.090254,4.675274
28014,Belgium,10282,Cirrhosis due to hepatitis B,1.793664,1.485837,1.512749
28015,Belize,247,Cirrhosis due to hepatitis B,7.774809,7.047627,6.827083
28016,Benin,6866,Cirrhosis due to hepatitis B,20.85303,20.44833,16.96377
28017,Bhutan,573,Cirrhosis due to hepatitis B,15.85415,13.04137,12.26676
28018,Bolivia (Plurinational State of),8340,Cirrhosis due to hepatitis B,15.02996,12.35376,11.43106
28019,Bosnia and Herzegovina,3767,Cirrhosis due to hepatitis B,2.78501,1.963835,1.768128
28020,Botswana,1728,Cirrhosis due to hepatitis B,3.647917,3.514112,3.203873
28021,Brazil,175288,Cirrhosis due to hepatitis B,6.096301,5.117492,4.340969
28022,Brunei Darussalam,333,Cirrhosis due to hepatitis B,3.810962,3.134486,3.352931
28023,Bulgaria,7998,Cirrhosis due to hepatitis B,3.417947,3.395049,3.956533
28024,Burkina Faso,11608,Cirrhosis due to hepatitis B,18.7201,13.05897,12.66583
28025,Burundi,6401,Cirrhosis due to hepatitis B,6.217473,6.657482,6.196861
28026,Cambodia,12152,Cirrhosis due to hepatitis B,24.18039,22.2696,21.67579
28027,Cameroon,15274,Cirrhosis due to hepatitis B,24.38743,20.60126,18.80366
28028,Canada,30736,Cirrhosis due to hepatitis B,0.6638588,0.737538,0.7352188
28029,Cape Verde,435,Cirrhosis due to hepatitis B,9.866421,9.470678,9.115773
28030,Central African Republic,3755,Cirrhosis due to hepatitis B,7.684354,7.957906,6.53683
28031,Chad,8343,Cirrhosis due to hepatitis B,21.15184,22.53397,23.02423
28032,Chile,15263,Cirrhosis due to hepatitis B,5.758082,4.75144,3.606871
28033,China,1290291,Cirrhosis due to hepatitis B,6.700328,5.088506,5.01137
28034,Colombia,40404,Cirrhosis due to hepatitis B,2.120899,1.874896,1.742787
28035,Comoros,542,Cirrhosis due to hepatitis B,6.735498,6.897153,6.837941
28036,Congo,3226,Cirrhosis due to hepatitis B,12.6552,9.652934,7.971254
28037,Costa Rica,3925,Cirrhosis due to hepatitis B,2.199984,1.926811,1.728658
28038,Côte d'Ivoire,16687,Cirrhosis due to hepatitis B,26.80367,33.88532,29.72231
28039,Croatia,4428,Cirrhosis due to hepatitis B,5.910377,5.117016,3.776938
28040,Cuba,11151,Cirrhosis due to hepatitis B,2.71324,2.784775,3.145208
28041,Cyprus,943,Cirrhosis due to hepatitis B,1.33399,1.346522,1.106816
28042,Czechia,10290,Cirrhosis due to hepatitis B,3.5224,3.526747,3.081635
28043,Democratic People's Republic of Korea,22929,Cirrhosis due to hepatitis B,5.47326,6.282668,5.809453
28044,Democratic Republic of the Congo,47076,Cirrhosis due to hepatitis B,7.308919,6.246979,5.943718
28045,Denmark,5341,Cirrhosis due to hepatitis B,1.357868,1.207732,0.8239902
28046,Djibouti,718,Cirrhosis due to hepatitis B,6.907697,5.980751,6.892792
28047,Dominican Republic,8563,Cirrhosis due to hepatitis B,9.902077,6.198838,6.229865
28048,Ecuador,12629,Cirrhosis due to hepatitis B,6.500464,5.786217,5.714355
28049,Egypt,69906,Cirrhosis due to hepatitis B,6.601981,6.545012,6.858298
28050,El Salvador,5868,Cirrhosis due to hepatitis B,8.544695,6.47086,6.582419
28051,Equatorial Guinea,614,Cirrhosis due to hepatitis B,15.34014,17.15608,16.91461
28052,Eritrea,3393,Cirrhosis due to hepatitis B,10.86835,9.625366,8.132366
28053,Estonia,1399,Cirrhosis due to hepatitis B,2.634628,2.497258,2.507662
28054,Ethiopia,66537,Cirrhosis due to hepatitis B,9.71667,8.536808,8.131869
28055,Fiji,811,Cirrhosis due to hepatitis B,0.5845788,0.5336588,0.4711743
28056,Finland,5188,Cirrhosis due to hepatitis B,1.131724,1.733435,1.582149
28057,France,59608,Cirrhosis due to hepatitis B,2.614576,1.989365,1.614538
28058,Gabon,1231,Cirrhosis due to hepatitis B,10.39182,10.45069,10.68583
28059,Gambia,1232,Cirrhosis due to hepatitis B,20.87211,17.98026,17.55196
28060,Georgia,4722,Cirrhosis due to hepatitis B,7.741567,9.538876,10.87864
28061,Germany,81488,Cirrhosis due to hepatitis B,2.780943,1.968613,1.691857
28062,Ghana,18939,Cirrhosis due to hepatitis B,17.63357,21.1603,20.24287
28063,Greece,11142,Cirrhosis due to hepatitis B,1.284509,1.391718,1.342714
28064,Grenada,102,Cirrhosis due to hepatitis B,4.392945,1.650626,2.889372
28065,Guatemala,11651,Cirrhosis due to hepatitis B,7.029732,6.373501,5.850837
28066,Guinea,8809,Cirrhosis due to hepatitis B,21.54142,22.63458,19.29955
28067,Guinea-Bissau,1243,Cirrhosis due to hepatitis B,17.80933,15.17547,14.03956
28068,Guyana,753,Cirrhosis due to hepatitis B,9.269496,8.432742,8.755866
28069,Haiti,8549,Cirrhosis due to hepatitis B,5.888166,5.215671,6.14413
28070,Honduras,6524,Cirrhosis due to hepatitis B,4.26324,3.87791,4.061524
28071,Hungary,10221,Cirrhosis due to hepatitis B,10.7959,6.00795,3.914671
28072,Iceland,280,Cirrhosis due to hepatitis B,0.1453292,0.09391,0.2175109
28073,India,1053051,Cirrhosis due to hepatitis B,11.93486,12.27147,12.09382
28074,Indonesia,211540,Cirrhosis due to hepatitis B,8.992862,8.828193,8.056667
28075,Iran (Islamic Republic of),66132,Cirrhosis due to hepatitis B,4.613411,4.354397,3.628484
28076,Iraq,23565,Cirrhosis due to hepatitis B,2.918065,2.488806,2.428846
28077,Ireland,3849,Cirrhosis due to hepatitis B,0.5114435,0.5493948,0.5047405
28078,Israel,6014,Cirrhosis due to hepatitis B,1.616495,0.9713226,0.9625645
28079,Italy,57294,Cirrhosis due to hepatitis B,2.143304,1.475011,1.145226
28080,Jamaica,2657,Cirrhosis due to hepatitis B,2.63022,1.688648,1.677834
28081,Japan,127534,Cirrhosis due to hepatitis B,3.021571,2.595871,2.15451
28082,Jordan,5103,Cirrhosis due to hepatitis B,6.517117,5.685715,5.683834
28083,Kazakhstan,15057,Cirrhosis due to hepatitis B,9.839899,17.58361,16.02767
28084,Kenya,31450,Cirrhosis due to hepatitis B,3.444559,2.493265,2.196459
28085,Kiribati,84,Cirrhosis due to hepatitis B,10.00571,9.687755,9.629358
28086,Kuwait,2051,Cirrhosis due to hepatitis B,3.042425,2.762025,2.410959
28087,Kyrgyzstan,4921,Cirrhosis due to hepatitis B,14.33806,18.90436,16.84859
28088,Lao People's Democratic Republic,5329,Cirrhosis due to hepatitis B,9.80405,9.252777,9.238055
28089,Latvia,2384,Cirrhosis due to hepatitis B,1.476459,2.324315,2.216212
28090,Lebanon,3235,Cirrhosis due to hepatitis B,6.377524,5.744624,5.805711
28091,Lesotho,1869,Cirrhosis due to hepatitis B,3.451358,3.433065,3.428855
28092,Liberia,2885,Cirrhosis due to hepatitis B,19.63476,19.39819,15.24275
28093,Libya,5356,Cirrhosis due to hepatitis B,4.814462,4.199199,3.906516
28094,Lithuania,3502,Cirrhosis due to hepatitis B,1.796954,3.509407,2.920034
28095,Luxembourg,436,Cirrhosis due to hepatitis B,2.951148,1.615259,1.622605
28096,Madagascar,15767,Cirrhosis due to hepatitis B,5.98749,4.958701,3.71584
28097,Malawi,11376,Cirrhosis due to hepatitis B,8.163465,4.96635,3.841613
28098,Malaysia,23186,Cirrhosis due to hepatitis B,5.812479,5.037028,4.824791
28099,Maldives,280,Cirrhosis due to hepatitis B,5.25905,3.265303,2.603504
28100,Mali,10968,Cirrhosis due to hepatitis B,19.2131,13.5596,12.67216
28101,Malta,397,Cirrhosis due to hepatitis B,0.8148752,0.8266006,0.7198471
28102,Mauritania,2709,Cirrhosis due to hepatitis B,14.59529,15.00378,15.39322
28103,Mauritius,1185,Cirrhosis due to hepatitis B,5.789628,6.098094,3.686718
28104,Mexico,101720,Cirrhosis due to hepatitis B,8.003984,5.960973,5.174537
28105,Micronesia (Federated States of),107,Cirrhosis due to hepatitis B,8.640459,7.771814,7.593529
28106,Mongolia,2397,Cirrhosis due to hepatitis B,24.32929,23.75956,21.61587
28107,Montenegro,614,Cirrhosis due to hepatitis B,1.205309,1.032645,0.9376055
28108,Morocco,28850,Cirrhosis due to hepatitis B,3.228908,1.781245,1.575308
28109,Mozambique,18068,Cirrhosis due to hepatitis B,5.751925,3.779704,2.605051
28110,Myanmar,46095,Cirrhosis due to hepatitis B,19.44993,23.22037,24.31089
28111,Namibia,1899,Cirrhosis due to hepatitis B,3.682867,3.588638,3.339136
28112,Nepal,23741,Cirrhosis due to hepatitis B,10.61083,8.321069,7.755688
28113,Netherlands,15926,Cirrhosis due to hepatitis B,0.911897,0.6973377,0.6837442
28114,New Zealand,3859,Cirrhosis due to hepatitis B,1.187083,1.134598,1.222636
28115,Nicaragua,5027,Cirrhosis due to hepatitis B,10.00008,8.300199,7.973601
28116,Niger,11353,Cirrhosis due to hepatitis B,14.86342,14.24902,12.9241
28117,Nigeria,122352,Cirrhosis due to hepatitis B,33.16322,30.35393,27.45929
28118,Norway,4499,Cirrhosis due to hepatitis B,0.4722173,0.3085713,0.2696668
28119,Oman,2268,Cirrhosis due to hepatitis B,4.705233,4.337843,3.938062
28120,Pakistan,138523,Cirrhosis due to hepatitis B,7.899806,8.107008,8.065206
28121,Panama,3030,Cirrhosis due to hepatitis B,2.058623,1.842729,1.724406
28122,Papua New Guinea,5572,Cirrhosis due to hepatitis B,14.32947,11.79809,13.22455
28123,Paraguay,5303,Cirrhosis due to hepatitis B,6.187171,5.150312,4.905347
28124,Peru,25915,Cirrhosis due to hepatitis B,12.30372,11.70758,11.2516
28125,Philippines,77992,Cirrhosis due to hepatitis B,6.044244,6.141125,4.574806
28126,Poland,38551,Cirrhosis due to hepatitis B,3.186354,3.370115,2.952817
28127,Portugal,10355,Cirrhosis due to hepatitis B,3.087864,2.230411,1.829714
28128,Qatar,592,Cirrhosis due to hepatitis B,6.102841,6.257913,6.264159
28129,Republic of Korea,47386,Cirrhosis due to hepatitis B,10.5906,5.071272,4.067137
28130,Republic of Moldova,4201,Cirrhosis due to hepatitis B,16.48659,19.61568,14.66806
28131,Romania,22128,Cirrhosis due to hepatitis B,7.197646,7.942766,5.74904
28132,Russian Federation,146397,Cirrhosis due to hepatitis B,7.251477,10.80263,8.263302
28133,Rwanda,8026,Cirrhosis due to hepatitis B,8.811016,4.488601,3.913928
28134,Saint Lucia,157,Cirrhosis due to hepatitis B,4.198536,2.812003,3.159512
28135,Saint Vincent and the Grenadines,108,Cirrhosis due to hepatitis B,2.22193,3.457701,1.966941
28136,Samoa,175,Cirrhosis due to hepatitis B,8.894465,6.237727,5.236332
28137,Sao Tome and Principe,139,Cirrhosis due to hepatitis B,26.45661,24.933,25.91151
28138,Saudi Arabia,20764,Cirrhosis due to hepatitis B,10.31171,10.06635,9.708891
28139,Senegal,9884,Cirrhosis due to hepatitis B,19.31006,17.42635,13.95851
28140,Serbia,9488,Cirrhosis due to hepatitis B,1.52591,1.279052,1.019668
28141,Seychelles,81,Cirrhosis due to hepatitis B,7.939427,8.455689,8.042048
28142,Sierra Leone,4564,Cirrhosis due to hepatitis B,50.88439,26.49543,23.74894
28143,Singapore,3914,Cirrhosis due to hepatitis B,2.110141,1.756681,1.633414
28144,Slovakia,5399,Cirrhosis due to hepatitis B,4.884431,4.552968,4.621609
28145,Slovenia,1988,Cirrhosis due to hepatitis B,6.180042,4.470229,3.379393
28146,Solomon Islands,413,Cirrhosis due to hepatitis B,9.29368,6.672188,6.04403
28147,Somalia,9011,Cirrhosis due to hepatitis B,8.534687,7.876594,8.384076
28148,South Africa,45728,Cirrhosis due to hepatitis B,3.636732,3.236463,3.011376
28149,South Sudan,6701,Cirrhosis due to hepatitis B,4.285743,3.500151,3.18931
28150,Spain,40904,Cirrhosis due to hepatitis B,1.149863,0.9026541,0.70904
28151,Sri Lanka,18782,Cirrhosis due to hepatitis B,12.5942,8.845909,9.979275
28152,Sudan,27251,Cirrhosis due to hepatitis B,7.604987,6.539653,5.341595
28153,Suriname,472,Cirrhosis due to hepatitis B,7.52974,6.203332,5.900333
28154,Swaziland,1061,Cirrhosis due to hepatitis B,5.113809,3.950177,4.166174
28155,Sweden,8882,Cirrhosis due to hepatitis B,0.2383681,0.2702512,0.259758
28156,Switzerland,7167,Cirrhosis due to hepatitis B,1.412356,1.187765,1.03808
28157,Syrian Arab Republic,16411,Cirrhosis due to hepatitis B,3.738059,4.834704,4.653198
28158,Tajikistan,6216,Cirrhosis due to hepatitis B,8.527464,8.707026,8.452192
28159,Thailand,62958,Cirrhosis due to hepatitis B,7.963238,7.279777,6.995922
28160,The former Yugoslav Republic of Macedonia,2035,Cirrhosis due to hepatitis B,1.735181,1.558967,1.408859
28161,Timor-Leste,872,Cirrhosis due to hepatitis B,8.34299,6.277531,5.593821
28162,Togo,4970,Cirrhosis due to hepatitis B,22.96113,20.07885,16.58649
28163,Tonga,98,Cirrhosis due to hepatitis B,7.485394,7.076948,6.682683
28164,Trinidad and Tobago,1268,Cirrhosis due to hepatitis B,2.046097,2.438543,2.358245
28165,Tunisia,9699,Cirrhosis due to hepatitis B,2.18,1.984254,1.761685
