6,Population ('000) (2)   ,All Causes   ,"Communicable, maternal, perinatal and nutritional conditions   ",A. Infectious and parasitic diseases  , 1. Tuberculosis , 2. STDs excluding HIV ,  a. Syphilis,  b. Chlamydia,  c. Gonorrhoea,  d. Trichomoniasis,  e. Genital herpes,  f. Other STDs, 3. HIV/AIDS , 4. Diarrhoeal diseases , 5. Childhood-cluster diseases ,  a. Whooping cough,  b. Diphtheria,  c. Measles,  d. Tetanus, 6. Meningitis , 7. Encephalitis , 8. Hepatitis ,  a. Acute hepatitis A,  b. Acute hepatitis B,  c. Acute hepatitis C,  d. Acute hepatitis E, 9. Parasitic and vector diseases ,  a. Malaria,  b. African Trypanosomiasis,  c. Chagas disease,  d. Schistosomiasis,  e. Leishmaniasis,  f. lymphatic filariasis,  g. Onchocerciasis,  h. Cysticercosis,  i. Echinococcosis,  j. Dengue,  k. Trachoma,  l. Yellow fever,  m. Rabies, 10. Intestinal nematode infections ,  a. Ascariasis,  b. Trichuriasis,  c. Hookworm disease,  d. Food-bourne trematodes, 11. Leprosy , 12. Other infectious diseases ,B. Respiratory Infectious   , 1. Lower respiratory infections , 2. Upper respiratory infections , 3. Otitis media ,C. Maternal conditions  ,D. Neonatal conditions  , 1. Preterm birth complications , 2. Birth asphyxia and birth trauma , 3. Neonatal sepsis and infections , 4. Other neonatal conditions ,E. Nutritional deficiencies  , 1. Protein-energy malnutrition , 2. Iodine deficiency , 3. Vitamin A deficiency , 4. Iron-deficiency anaemia , 5. Other nutritional deficiencies ,Noncommunicable diseases   ,A. Malignant neoplasms  , 1. Mouth and oropharynx cancers ,  a. Lip and oral cavity,  b. Nasopharynx,  c. Other pharynx, 2. Oesophagus cancer , 3. Stomach cancer , 4. Colon and rectum cancers , 5. Liver cancer ,  a. Liver cancer secondary to hepatitis B,  b. Liver cancer secondary to hepatitis C,  c. Liver cancer secondary to alcohol use,  d. Other liver cancer, 6. Pancreas cancer ," 7. Trachea, bronchus, lung cancers ", 8. Melanoma and other skin cancers ,  a. Malignant skin melanoma,  b. Non-melanoma skin cancer, 9. Breast cancer , 10. Cervix uteri cancer , 11. Corpus uteri cancer , 12. Ovary cancer , 13. Prostate cancer , 14. Testicular cancer , 15. Kidney cancer , 16. Bladder cancer , 17. Brain and nervous system cancers , 18. Gallbladder and biliary tract cancer , 19. Larynx cancer , 20. Thyroid cancer , 21. Mesothelioma ," 22. Lymphomas, multiple myeloma ",  a. Hodgkin lymphoma,  b. Non-Hodgkin lymphoma,  c. Multiple myeloma, 23. Leukaemia , 24. Other malignant neoplasms ,B. Other neoplasms  ,C. Diabetes mellitus  ,"D. Endocrine, blood, immune disorders  ", 1. Thalassaemias , 2. Sickle cell disorders and trait , 3. Other haemoglobinopathies and haemolytic anaemias ," 4. Other endocrine, blood and immune disorders ",E. Mental and substance use disorders  , 1. Depressive disorders ,  a. Major depressive disorder,  b. Dysthymia, 2. Bipolar disorder , 3. Schizophrenia , 4. Alcohol use disorders , 5. Drug use disorders ,  a. Opioid use disorders,  b. Cocaine use disorders,  c. Amphetamine use disorders,  d. Cannabis use disorders,  e. Other drug use disorders, 6. Anxiety disorders , 7. Eating disorders , 8. Autism and Asperger syndrome , 9. Childhood behavioural disorders ,  a. Attention deficit/hyperactivity syndrome,  b. Conduct disorder, 10. Idiopathic intellectual disability , 11. Other mental and behavioural disorders ,F. Neurological conditions  , 1. Alzheimer disease and other dementias , 2. Parkinson disease , 3. Epilepsy , 4. Multiple sclerosis , 5. Migraine , 6. Non-migraine headache , 7. Other neurological conditions ,G. Sense organ diseases  ,H. Cardiovascular diseases  , 1. Rheumatic heart disease , 2. Hypertensive heart disease , 3. Ischaemic heart disease , 4. Stroke ,  a. Ischaemic stroke,  b. Haemorrhagic stroke," 5. Cardiomyopathy, myocarditis, endocarditis ", 6. Other circulatory diseases ,I. Respiratory diseases  , 1. Chronic obstructive pulmonary disease , 2. Asthma , 3. Other respiratory diseases ,J. Digestive diseases  , 1. Peptic ulcer disease , 2. Cirrhosis of the liver ,  a. Cirrhosis due to hepatitis B,  b. Cirrhosis due to hepatitis C,  c. Cirrhosis due to alcohol use,  d. Other liver cirrhosis, 3. Appendicitis , 4. Gastritis and duodenitis , 5. Paralytic ileus and intestinal obstruction , 6. Inflammatory bowel disease , 7. Gallbladder and biliary diseases , 8. Pancreatitis , 9. Other digestive diseases ,K. Genitourinary diseases  , 1. Kidney diseases ,  a. Acute glomerulonephritis,  b. Chronic kidney disease due to diabetes,  c. Other chronic kidney disease, 2. Benign prostatic hyperplasia , 3. Urolithiasis , 4. Other urinary diseases , 5. Infertility , 6. Gynecological diseases ,L. Skin diseases  ,M. Musculoskeletal diseases  , 1. Rheumatoid arthritis , 2. Osteoarthritis , 3. Gout , 4. Back and neck pain , 5. Other musculoskeletal disorders ,N. Congenital anomalies  , 1. Neural tube defects , 2. Cleft lip and cleft palate , 3. Down syndrome , 4. Congenital heart anomalies , 5. Other chromosomal anomalies , 6. Other congenital anomalies ,O. Oral conditions  ,P. Sudden infant death syndrome  ,Injuries   ,A. Unintentional injuries  , 1. Road injury , 2. Poisonings , 3. Falls ," 4. Fire, heat and hot substances ", 5. Drowning , 6. Exposure to mechanical forces , 7. Natural disasters , 8. Other unintentional injuries ,B. Intentional injuries  , 1. Self-harm , 2. Interpersonal violence , 3. Collective violence and legal intervention 
Georgia,3925,827.5592,33.83929,14.70821,3.914885,0.0403602,0.0225571,0.0033289,0.0099685,.,.,0.0045058,7.272901,0.3340437,0.009853,0.0045819,0.0022182,0.0008015,0.0022515,0.7199821,0.5627107,0.6472592,0.0303639,0.5290649,0.0227055,0.0651249,0.6210009,.,.,.,.,0.4565452,.,.,.,0.0341225,.,.,.,0.1303332,.,.,.,.,.,.,0.5852179,9.444767,9.424692,0.0198275,0.0002481,0.5970309,8.9175,5.256162,1.628407,0.8959958,1.136935,0.1717746,0.0403563,0.0082293,.,0.0183785,0.1048104,749.0638,113.7323,2.557721,0.953208,0.4413907,1.163122,0.7433756,8.210848,5.115129,6.72552,3.080273,1.846778,1.291411,0.507058,2.696803,15.53652,1.823074,0.7131659,1.109908,8.248655,3.280207,2.299459,1.342514,3.610462,0.5251349,1.851995,1.840489,5.934411,0.5501148,2.315335,0.4536402,0.1497349,2.789852,0.5628627,1.675001,0.5519882,2.77093,32.36037,2.483815,20.07356,2.493831,0.0237888,0.2128801,1.100356,1.156806,2.33241,.,.,.,.,.,0.9581036,1.373046,0.9599915,0.0775617,0.0599788,.,0.2755143,.,0.0012598,.,.,.,.,.,.,31.87138,26.47875,3.627523,0.9223892,0.1539299,.,.,0.6887893,.,488.085,7.703937,33.95217,275.723,149.5963,57.74831,91.84798,5.7184,15.39119,30.51082,24.80829,1.873934,3.828596,36.10374,3.320858,26.69701,10.87864,4.828493,7.52488,3.464991,0.2654609,0.1232914,1.907663,0.2724043,0.5640183,0.7332361,2.219798,14.33104,13.10981,0.0181935,6.382425,6.709189,.,0.069074,1.135434,.,0.0167209,0.2266133,0.4765475,0.1196424,.,.,.,0.3569051,6.205232,0.3202317,0.0082599,0.1943475,3.311805,0.1598583,2.21073,.,0.1375041,44.65613,33.58795,11.01887,0.7567465,4.263931,4.130987,3.596421,2.677031,.,7.143961,11.06819,6.714244,4.302803,0.0511406
Germany,81915,408.8138,20.74986,7.90066,0.1855904,0.0122595,0.0044451,0.0014899,0.0045532,.,.,0.0017713,0.3814622,2.306668,0.0043398,0.0004459,0.0002362,0.0032995,0.0003582,0.1488783,1.152,0.4731734,0.0710978,0.1475046,.,0.2545709,0.0909629,.,.,0.0001922,.,.,.,.,.,0.0893821,.,.,.,0.0013887,.,.,.,.,.,.,3.145325,9.045465,8.95519,0.0799213,0.010354,0.0789932,3.256115,1.883213,0.4981542,0.1328462,0.7419009,0.4686232,0.1140219,0.0010545,0.0001206,0.2935873,0.0598389,365.2533,119.5162,3.750224,1.65725,0.1258464,1.967127,3.428549,5.285535,13.44901,4.112661,0.6294569,1.308996,1.840284,0.3339245,8.682781,25.76538,2.222698,1.869192,0.3535065,10.4388,1.016296,1.420926,2.890181,6.39398,0.1715003,3.061406,2.764514,4.346413,1.905592,0.955211,0.4010198,0.7621872,5.816137,0.2166303,3.432083,2.167423,4.34665,6.128561,3.340848,9.993861,4.896208,0.0143834,0.0013879,1.221715,3.658722,6.766424,.,.,.,0.0146375,0.139708,4.501815,1.997205,1.224167,0.0139798,0.0407784,.,0.7182799,.,0.0831474,.,.,.,.,0.0299107,.,27.20906,15.82792,4.085006,1.806093,0.9284427,0.0014319,.,4.560163,0.0094138,131.7451,1.211406,7.420696,73.47701,22.1641,12.62701,9.537091,4.597239,22.87463,24.55198,20.04145,0.6116135,3.898919,20.6955,1.007265,9.743911,1.691857,2.474929,4.973969,0.6031572,0.0610519,0.150041,1.520963,0.4080714,0.9182309,0.9856274,5.900339,10.63419,8.247128,0.0081067,2.535403,5.703618,0.0636347,0.0775446,2.229084,.,0.0168031,0.6292462,1.681766,0.2128803,0.1060735,0.0142667,0.2513469,1.097199,3.293857,0.0785225,0.0017839,0.4816825,0.9879914,0.691303,1.052573,0.0261234,0.2635271,22.81064,13.09032,3.226917,0.0856935,5.24415,0.2881743,0.4339426,0.3013659,.,3.510075,9.720324,9.062032,0.6225998,0.0356914
Ghana,28207,1291.792,471.6529,263.466,70.67968,1.132392,0.7395881,0.0778096,0.2064867,.,.,0.1085079,66.51625,32.28455,1.464267,0.0824804,0.0069399,0.3764359,0.9984109,23.88432,1.201537,3.451441,0.0319299,2.94144,0.0956673,0.3824036,54.49704,48.10984,.,.,4.876076,.,.,.,0.8019022,0.0093419,0.0439414,.,0.2888282,0.3671082,0.0991524,0.0991524,.,.,.,0.1233321,8.132062,139.9756,139.8894,0.0811018,0.005136,9.480302,44.39007,17.13407,15.28188,9.246499,2.727621,14.34088,12.34347,0.069152,.,1.517584,0.4106719,708.4079,80.55255,2.8407,2.194018,0.2725282,0.3741537,0.5041737,3.100373,3.788574,14.23126,6.158538,1.628079,5.430937,1.013709,1.488534,2.427374,1.049096,0.6072395,0.4418561,6.766218,11.22782,0.6369855,1.904604,7.410102,0.1995051,0.4356853,1.618601,0.4873021,0.5452303,0.4695595,0.5859456,0.089219,5.543457,0.4440441,4.618004,0.4814092,1.090638,12.11159,2.257983,46.7141,15.07171,0.0008677,6.945938,3.420933,4.703976,4.614263,.,.,.,.,.,2.052218,2.554165,2.37189,0.0251823,0.0157662,.,0.1413262,.,0.0078794,.,.,.,.,.,.,36.09912,30.16732,2.437108,2.369088,0.1052818,.,.,1.020326,.,361.965,3.790656,16.21095,160.4884,145.1881,80.49265,64.69543,11.69012,24.59679,39.80875,25.55162,10.11911,4.13802,73.30858,6.543032,41.15448,20.24287,6.576304,9.428325,4.906983,1.732234,0.5574277,10.67835,1.441769,1.400202,2.318118,7.482974,28.57188,19.32544,0.0168752,6.040892,13.26767,.,0.1172268,8.482316,.,0.6468915,6.265948,1.200953,0.1779373,.,.,.,1.023016,11.70081,1.568394,0.0722919,0.3211837,3.150272,0.6891548,5.899512,.,0.2762998,111.7316,92.55875,37.58485,1.934119,21.65989,5.491011,5.174734,3.975727,.,16.73842,19.1728,8.712762,10.46003,.
Greece,11184,397.2047,36.09774,12.01411,0.3033248,0.0048218,0.0019236,0.0006329,0.0015721,.,.,0.0006932,0.3344127,0.1313187,0.0134499,0.0061493,5.1e-05,0.00229,0.0049597,0.1479379,2.597229,4.487213,0.6594316,0.3678844,.,3.459897,0.0052996,.,.,.,.,0.0052996,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.989107,21.11062,16.53073,4.579863,2.52e-05,0.0308814,2.798345,2.267161,0.3338148,0.0632001,0.1341688,0.1437826,0.0044534,3.9e-05,.,0.1097993,0.029491,339.9765,121.5206,1.798871,1.056232,0.3755038,0.3671355,1.070009,6.095754,11.27762,5.891044,2.308399,1.286727,2.030738,0.2651802,7.357008,31.79795,1.848897,1.293198,0.5556995,9.680738,1.032184,1.464202,2.446989,5.816746,0.1904439,2.900144,5.055475,6.330756,1.042025,1.642368,0.3502144,0.1577673,5.146901,0.7206793,2.379097,2.047125,5.279835,5.846669,1.043518,6.110172,2.646487,0.2558601,0.0238239,0.8267691,1.540034,2.705443,.,.,.,.,0.0534269,0.207335,2.370292,2.226754,0.005104,0.0139765,.,0.1244572,.,0.0743892,.,.,.,.,.,.,14.64564,5.659923,3.876929,0.6840815,0.6415273,.,.,3.783174,0.0008143,135.0512,0.2507708,5.242895,71.21565,41.56252,20.60663,20.95588,2.581858,14.19751,27.64552,17.53791,0.0966122,10.01099,12.9412,1.638277,4.068966,1.342714,0.553396,1.942804,0.2300517,0.0188207,0.0189077,1.206947,0.1674073,1.069564,0.8917702,3.860537,11.24749,8.87194,0.0059522,2.92649,5.939497,0.0010152,0.0377227,2.330864,.,0.0059516,0.1710921,1.0603,0.1458382,.,.,0.0076577,0.9068043,3.091764,0.0778193,0.0032842,0.3640818,1.155455,0.1338228,1.357301,.,0.0952042,21.13048,16.44084,7.352311,0.1622004,1.887284,0.3620676,1.967161,0.6638439,.,4.045969,4.689646,3.775852,0.9137945,.
Grenada,107,740.2166,83.45874,13.78836,1.272706,0.0860692,0.0860692,.,.,.,.,.,4.02618,0.6814435,0.0002153,.,0.0002153,.,.,.,1.406351,0.5863229,0.0100796,0.4250311,.,0.1512122,0.000645,.,.,.,.,.,.,.,.,.,0.000645,.,.,.,0.0011137,0.0011137,.,.,.,.,5.727314,47.87984,47.87762,0.0019024,0.000324,0.4378868,12.44363,4.379344,4.941535,2.660827,0.4619248,8.909021,5.425976,0.0011304,.,2.405133,1.076781,607.1676,155.5704,5.96453,3.484907,.,2.479623,6.127518,7.009106,13.55083,3.871835,1.412266,0.8064111,1.165097,0.4880611,4.509047,13.09059,1.265182,0.5503022,0.71488,19.68363,9.541733,3.685657,3.527418,27.7021,.,2.634838,2.84757,1.775946,3.110483,2.579214,0.863396,.,10.50483,0.0053861,5.860475,4.638974,7.383051,4.341941,4.345368,78.99499,26.81921,0.0801757,4.512453,5.696856,16.52973,3.872126,.,.,.,.,.,1.828493,1.000037,0.4975597,0.1438148,0.0358566,.,0.3228055,.,0.0089211,.,.,.,.,1.034676,.,9.337224,4.906772,1.25917,0.6529284,.,.,.,2.518354,.,235.432,0.7718947,18.52905,118.208,64.32256,31.28386,33.0387,3.70775,29.8928,18.52922,13.12264,2.591812,2.814771,29.10152,4.278316,9.453165,2.889372,1.366161,3.8782,1.319431,0.8301023,0.5978803,1.725232,0.7427154,0.3349696,1.286575,9.852564,22.35412,16.22096,0.0041156,4.584881,11.63197,1.709908,0.1430343,4.275641,.,0.0045762,13.55292,3.742363,0.7807081,0.3401296,.,.,2.621525,4.88479,0.2697831,0.0021134,0.0484233,2.559593,0.1767609,1.828116,.,0.6312779,49.59025,41.51958,7.422905,0.3779472,5.288929,0.3122096,3.075032,9.641891,.,15.40066,8.070668,1.701236,6.369432,.
Guatemala,16582,678.8355,141.0101,41.89103,2.796139,0.5365033,0.4813591,0.0104501,0.0309628,.,.,0.0137312,12.80376,14.96145,0.0701342,.,0.0015326,.,0.0686016,1.304725,1.609558,0.5757848,0.0385796,0.2228999,.,0.3143054,2.524051,0.0254997,.,0.164617,.,0.0015622,.,0.0037298,1.860757,0.0393415,0.4205271,.,.,0.0080168,0.0653188,0.0653188,.,.,.,.,4.64361,58.45903,58.32103,0.1247128,0.0132804,2.106302,21.03953,8.222006,6.843158,4.357371,1.616993,17.51425,14.0034,0.0077328,.,2.396601,1.106521,451.2808,78.29397,1.286249,0.4573117,0.039125,0.7898128,1.345668,16.22966,3.396872,14.29869,4.660446,5.536005,2.123897,1.978339,2.173844,3.854651,1.722311,0.3037819,1.418529,3.573767,5.168174,3.181848,0.9229843,7.211793,0.227109,0.944013,0.5220812,1.439074,1.0148,0.6302426,0.5557681,0.0297849,1.969292,0.2472254,1.30354,0.4185266,3.689456,2.905842,4.662297,68.26093,6.36545,0.0149773,0.4118241,0.9625853,4.976063,12.82104,.,.,.,0.0036306,0.0587468,10.82129,1.850529,1.281978,0.0718965,0.0519352,.,0.4447193,.,0.0514854,.,.,.,.,0.0353604,.,10.75822,3.853337,1.183523,2.029424,0.2050693,0.0018128,.,3.485051,0.0310295,135.069,0.1233873,7.609645,77.8926,37.20458,18.03692,19.16766,1.36743,10.87132,26.6287,17.67472,2.681153,6.272832,59.7361,6.686919,30.43844,5.850837,5.528663,13.94455,5.114386,0.5814718,1.012808,2.035475,0.1959533,1.501139,1.960539,15.32336,36.56344,33.0881,0.0198626,12.15139,20.91685,1.128669,0.0892032,2.187184,.,0.0702853,1.107674,2.877606,0.6871507,0.2876427,0.0205137,0.0528337,1.829465,7.549035,0.6192144,0.0320932,0.4623552,2.946717,0.2614905,3.227165,0.0646592,0.4916892,86.54454,55.55349,18.60782,1.145427,0.1342899,0.7691355,1.870515,7.360485,.,25.66582,30.99105,2.939695,28.04516,0.0061961
Guinea,12396,1473.379,591.9573,331.6609,53.90402,4.783835,4.472184,0.0637358,0.163764,.,.,0.084152,65.06398,84.16315,9.532127,0.9094192,0.0772948,6.850293,1.695121,30.10224,1.348095,4.889578,0.0462045,3.979814,0.121554,0.742005,64.00125,49.17933,1.530099,.,6.274102,.,.,.,3.436101,0.0100852,0.0445304,.,1.225277,2.301726,0.6986615,0.6986615,.,.,.,1.648623,11.52532,169.5046,169.31,0.1793353,0.0152648,24.67029,46.07184,15.70871,17.47141,10.35112,2.540596,20.04969,17.50606,0.1656405,.,0.0603148,2.317668,763.8712,90.65764,1.944254,1.505575,0.1182086,0.3204708,0.6041673,3.128475,1.713348,19.684,10.54262,3.677526,2.963448,2.500413,0.713148,1.417265,1.697827,1.25419,0.4436376,4.615489,15.91803,0.7199818,1.35578,21.58016,0.0857674,0.3786608,0.9952032,0.319509,0.2872926,0.6960833,0.6036327,0.0949868,2.824104,0.2357774,2.387312,0.2010147,1.381109,7.899351,3.479364,43.09368,15.96034,0.0171414,10.83462,2.71413,2.394451,3.774091,.,.,.,.,.,1.832068,1.937571,1.698346,0.0408928,0.0220118,.,0.1763208,.,0.0044517,.,.,.,.,.,.,38.28983,31.39164,2.136336,3.902069,0.101429,.,.,0.7583601,.,376.3875,6.961866,14.0652,182.353,136.1298,64.90589,71.22387,6.048061,30.82964,61.3127,41.25632,15.74425,4.312131,83.68156,9.932586,41.34379,19.29955,7.58303,8.830657,5.630557,3.446323,1.413623,11.46166,0.9163629,2.352872,3.743167,9.071172,29.13241,20.44354,0.0174764,5.986214,14.43985,.,0.0674712,8.228016,.,0.3933895,4.226907,1.145536,0.2712623,.,.,.,0.8742737,12.06918,2.232479,0.0858853,0.1795339,3.534906,0.3505465,5.685834,.,0.6604895,117.5507,97.54355,38.70926,3.147002,17.90518,6.569009,7.577931,5.781856,.,17.85331,20.00718,10.51634,9.490835,.
Guinea-Bissau,1816,1481.839,701.9843,470.2909,157.4141,10.16077,9.942033,0.0437525,0.1170684,.,.,0.0579136,153.7226,64.73074,4.357287,0.2655781,0.011394,1.969175,2.11114,21.72506,0.9243733,3.01138,0.0240705,2.479203,0.0827282,0.4253785,47.5031,40.03984,.,.,4.449697,.,.,.,1.655862,.,0.0469354,.,0.4857954,0.8249701,0.2922835,0.2922835,.,.,.,0.3330118,6.116136,135.8692,135.6684,0.1824676,0.018271,15.02564,66.69504,23.77377,25.32659,15.58974,2.004938,14.10354,12.52202,0.1164746,.,0.0322698,1.432775,679.6418,92.69159,3.053637,1.960269,0.2763308,0.8170371,1.152083,3.84436,3.214778,14.55223,7.105626,2.686026,3.153324,1.607257,1.776985,2.204598,1.563186,1.089265,0.4739208,8.297885,13.69133,0.8896502,1.65283,14.19447,0.1574411,0.8651628,2.135763,0.9239724,0.6487676,0.9150316,0.9254815,0.2538583,4.707403,0.4999489,3.56214,0.6453143,1.233483,9.837204,4.627711,40.21558,8.800088,0.3117674,2.797741,3.597888,2.092692,1.91345,.,.,.,.,.,1.100053,0.810703,0.6419758,0.02606,0.0140379,.,0.1286293,.,0.0026932,.,.,.,.,.,.,29.25312,24.41877,1.606329,2.671452,0.0688518,.,.,0.4877094,.,342.0324,5.754658,11.98238,178.0379,117.7532,56.84079,60.91245,4.334469,24.16976,50.236,34.7968,12.37195,3.067249,63.15647,8.064702,31.68272,14.03956,6.154933,7.230917,4.257304,2.610574,0.9161222,7.658231,0.6133303,1.77105,2.545895,7.293846,29.16017,21.53787,0.011244,6.368119,15.15851,.,0.0472561,7.310821,.,0.2642213,3.006434,0.8578525,0.2181913,.,.,.,0.6396612,12.9857,3.178449,0.1206037,0.1241912,3.307677,0.3766285,5.87815,.,0.7052995,100.2132,82.89063,36.7056,2.286021,14.92791,5.423666,6.032141,4.259292,.,13.256,17.32257,7.380474,9.942093,.
Guyana,773,1150.437,205.8592,96.35049,22.30081,0.3030999,0.1859999,0.0220549,0.063089,.,.,0.0319561,35.19587,9.824912,0.0389816,.,0.0007217,.,0.0382598,1.234152,8.791242,2.096172,0.0903486,0.4631535,.,1.54267,4.381305,3.862386,.,0.0002909,.,.,.,.,0.1637187,.,0.3202838,.,0.0346252,.,0.0138737,0.0138737,.,.,.,.,12.17006,51.53577,51.52942,0.0058371,0.0005081,3.500767,30.69235,11.73066,8.560891,6.520603,3.880199,23.7798,6.386215,0.0056599,0.0515084,15.88814,1.448277,831.6476,97.80569,2.615415,1.523266,0.0617596,1.03039,1.23486,4.279621,8.312333,3.823967,1.543413,0.8060269,1.001306,0.4732218,3.282592,4.95269,0.4252643,0.315848,0.1094163,12.85991,12.98698,3.848973,2.766191,19.00523,0.0766993,1.969539,1.089204,1.167762,0.7605885,0.9107014,0.3885631,0.0260539,3.826262,0.1756129,3.000043,0.6506058,2.818941,4.377356,4.531915,101.1708,25.31979,0.0455693,2.47246,5.742157,17.05961,6.194474,.,.,.,.,0.2770642,4.041868,1.780934,1.552015,0.022467,0.0205745,.,0.185878,.,0.0728932,.,.,.,.,0.0217148,.,12.4912,3.736449,1.09315,3.348007,0.1782954,.,.,4.135295,.,443.6482,1.319101,46.59038,222.25,136.9794,59.78541,77.19395,12.70002,23.80937,39.01429,28.65257,4.116424,6.245287,59.65285,6.522533,25.62778,8.755866,3.466157,10.03317,3.372582,0.6773178,0.9622007,2.111869,0.927987,1.112154,2.063815,19.6472,31.21884,26.44887,0.0268548,6.16305,20.25897,1.278834,0.1505712,3.284741,.,0.0558198,0.5813481,1.273906,0.2627352,0.4732605,.,.,0.5379108,8.477112,0.4120745,0.0224669,0.1394004,4.124675,0.0550433,3.723452,0.1558936,0.1112884,112.9307,63.40317,17.29435,0.7651072,2.175286,2.656164,16.54314,2.164263,.,21.80486,49.52751,30.24626,19.28125,.
Haiti,10847,1124.348,265.3527,125.1276,11.2222,5.268692,5.017756,0.0458053,0.1350568,.,.,0.0700733,50.69112,37.02468,2.100984,0.5102126,0.0213995,2.42e-06,1.56937,6.760276,1.413401,1.089798,0.043272,0.6867245,0.0400542,0.3197474,5.874307,1.969534,.,.,.,.,.,.,1.775383,0.0473263,1.242943,.,.,0.8391204,0.108994,0.108994,.,.,.,0.0074708,3.565705,71.7899,71.57999,0.1200622,0.0898457,9.671314,44.55754,17.45802,13.79535,8.167271,5.136906,14.20628,12.44901,0.1174646,.,0.036236,1.603574,751.5892,100.3812,1.68282,0.848536,0.08925,0.745034,1.927049,8.067823,6.328241,7.037099,3.04649,1.47862,1.756338,0.7556502,2.985006,7.554384,1.180924,0.1205808,1.060344,7.023379,9.350915,0.8340559,1.644532,18.01249,0.2064412,0.8418914,1.177453,0.9830947,0.7181115,0.4747861,0.1820164,0.0758254,2.000149,0.2329594,1.37819,0.3889994,2.19005,17.90262,2.340621,59.45999,10.40894,0.058208,4.169637,1.648462,4.532633,4.753946,.,.,.,.,.,3.76675,0.9808355,0.6081083,0.1066668,0.0389481,.,0.2271122,.,0.0063603,.,.,.,.,.,.,26.87328,19.56713,1.660896,4.288429,0.2130258,.,.,1.143802,.,398.2013,9.758032,27.01022,194.887,134.4015,61.72747,72.67403,9.746661,22.39787,44.1174,28.04813,12.70971,3.359564,52.00422,11.67604,20.01662,6.14413,2.555168,7.588698,3.728626,2.170436,1.218829,4.639324,0.8225431,2.058257,1.805079,7.597093,34.58693,31.23983,0.026145,10.48494,20.72875,.,0.0827767,3.182697,.,0.0816316,1.953276,2.368274,0.4924795,.,.,.,1.875795,13.70812,1.422651,0.0169113,0.7420783,6.778459,0.3940988,4.353925,.,0.4316984,107.4058,68.54236,15.46941,2.405353,4.892383,5.924113,13.81476,6.14631,5.753011,14.13702,38.86349,12.15933,26.70416,1.84e-08
Honduras,9113,602.3048,67.38452,35.04556,5.892858,0.1808161,0.0880856,0.017225,0.0532709,.,.,0.0222347,12.89336,10.36657,0.2412942,0.0203778,0.0020601,1.61e-07,0.2188562,1.534888,0.4346633,0.3714317,0.0274982,0.2495919,0.0175976,0.0767439,1.349527,0.1106298,.,0.0412005,.,0.0055291,.,.,0.0415733,.,1.121653,.,.,0.0289416,0.033562,0.033562,.,.,.,0.0060938,1.740498,10.74216,10.71502,0.0268973,0.0002491,2.676519,15.05979,7.602026,2.98413,2.351275,2.122356,3.860491,2.342157,0.0288411,.,0.026365,1.463129,442.3928,95.22275,1.441752,0.3733966,0.1330198,0.9353355,1.248508,15.24024,4.872294,11.3444,3.658728,4.305605,1.869293,1.510774,3.499501,6.134836,1.493843,0.4403498,1.053493,4.222813,6.839272,2.457528,1.185169,7.574429,0.1010471,1.207632,0.5744039,2.943374,1.73662,0.9511977,0.5102847,0.1215983,1.915923,0.2142625,1.374495,0.3271658,3.71221,13.89387,0.5567783,14.9788,3.888562,0.0147843,0.2363675,0.4843522,3.153058,3.773444,.,.,.,.,.,2.82372,0.9374492,0.5387474,0.0756726,0.0331524,.,0.2898767,.,0.0122746,.,.,.,.,.,.,26.96299,22.44157,1.358678,2.206931,0.1345822,.,.,0.8212251,.,170.8964,1.015305,11.74444,120.2898,30.93319,17.18277,13.75042,1.300618,5.61308,29.20364,23.73603,3.450744,2.016868,47.30844,5.308701,20.48646,4.061524,4.337566,8.210176,3.877192,1.42881,1.800804,1.772157,0.4161725,6.589912,2.053566,7.451858,38.91303,32.80678,0.0226967,11.39976,21.38433,.,0.0271628,5.836721,.,0.2423619,0.1803097,2.256942,1.144884,.,.,.,1.112058,8.091429,0.6663792,0.0398871,0.3320865,3.838869,0.1545108,3.059697,.,0.1592647,92.52752,30.84352,17.35567,0.4584955,2.675024,0.560894,2.507182,1.654261,.,5.63199,61.684,3.391955,58.18299,0.109057
